Date,PX_OPEN,PX_LAST,PX_LOW,PX_HIGH,PX_BID,PX_ASK,PX_MID,PX_VOLUME,PX_TO_BOOK_RATIO,PE_RATIO,IS_EPS,CASH_RATIO,CUR_RATIO,QUICK_RATIO,AVERAGE_DIVIDEND_YIELD,PROF_MARGIN,OPER_MARGIN
06/10/2014,99.95,99.62,99.42,100.65,99.62,99.63,99.625,37051182,5.2389,15.5426,1.43,0.3952,1.0801,0.6704,1.8183,20.1007,26.5057
03/10/2014,99.44,99.62,99.04,100.21,99.6,99.61,99.605,43469585,5.2389,15.5426,1.43,0.3952,1.0801,0.6704,1.8183,20.1007,26.5057
02/10/2014,99.27,99.9,98.04,100.22,99.89,99.9,99.895,47757828,5.2537,15.5863,1.43,0.3952,1.0801,0.6704,1.8132,20.1007,26.5057
01/10/2014,100.59,99.18,98.7,100.69,99.18,99.2,99.19,51491286,5.2158,15.4739,1.43,0.3952,1.0801,0.6704,1.8264,20.1007,26.5057
30/09/2014,100.81,100.75,100.53,101.54,100.75,100.76,100.755,55264139,5.2984,15.7189,1.43,0.3952,1.0801,0.6704,1.7979,20.1007,26.5057
29/09/2014,98.65,100.11,98.63,100.435,100.11,100.13,100.12,49766312,5.2647,15.619,1.43,0.3952,1.0801,0.6704,1.8094,20.1007,26.5057
26/09/2014,98.53,100.75,98.4,100.75,100.73,100.74,100.735,62370501,5.2984,15.7189,1.43,0.3952,1.0801,0.6704,1.7979,20.1007,26.5057
25/09/2014,100.51,97.87,97.72,100.71,97.87,97.91,97.89,100091990,4.8467,15.8418,1.29,0.8182,1.4706,1.0517,1.8158,20.6989,27.4685
24/09/2014,102.16,101.75,101.2,102.85,101.74,101.75,101.745,60171828,5.0388,16.4698,1.29,0.8182,1.4706,1.0517,1.7466,20.6989,27.4685
23/09/2014,100.6,102.64,100.54,102.94,102.64,102.65,102.645,63402196,5.0829,16.6139,1.29,0.8182,1.4706,1.0517,1.7314,20.6989,27.4685
22/09/2014,101.8,101.06,100.58,102.14,101.06,101.08,101.07,52788426,5.0047,16.3581,1.29,0.8182,1.4706,1.0517,1.7585,20.6989,27.4685
19/09/2014,102.29,100.96,100.88,102.35,100.96,100.97,100.965,70902406,4.9997,16.3419,1.29,0.8182,1.4706,1.0517,1.7602,20.6989,27.4685
18/09/2014,101.93,101.79,101.56,102.35,101.78,101.79,101.785,37299435,5.0408,16.4763,1.29,0.8182,1.4706,1.0517,1.7459,20.6989,27.4685
17/09/2014,101.27,101.58,100.5922,101.8,101.58,101.59,101.585,60926498,5.0304,16.4423,1.29,0.8182,1.4706,1.0517,1.7495,20.6989,27.4685
16/09/2014,99.8,100.86,98.89,101.26,100.84,100.85,100.845,66908133,4.9948,16.3257,1.29,0.8182,1.4706,1.0517,1.762,20.6989,27.4685
15/09/2014,102.81,101.63,101.44,103.05,101.61,101.62,101.615,61316516,5.0329,16.4504,1.29,0.8182,1.4706,1.0517,1.7486,20.6989,27.4685
12/09/2014,101.21,101.66,101.08,102.19,101.67,101.68,101.675,64096903,5.0344,16.4552,1.29,0.8182,1.4706,1.0517,1.7481,20.6989,27.4685
11/09/2014,100.41,101.43,99.62,101.44,101.41,101.42,101.415,62399743,5.023,16.418,1.29,0.8182,1.4706,1.0517,1.7521,20.6989,27.4685
10/09/2014,98.01,101,97.76,101.11,100.98,101,100.99,100869587,5.0017,16.3484,1.29,0.8182,1.4706,1.0517,1.7595,20.6989,27.4685
09/09/2014,99.08,97.99,96.14,103.08,97.98,98,97.99,189846255,4.8526,15.8612,1.29,0.8182,1.4706,1.0517,1.8136,20.6989,27.4685
08/09/2014,99.3,98.36,98.05,99.31,98.34,98.36,98.35,46356742,4.871,15.9211,1.29,0.8182,1.4706,1.0517,1.8068,20.6989,27.4685
05/09/2014,98.8,98.97,98.31,99.39,98.94,98.99,98.965,58457035,4.9012,16.0198,1.29,0.8182,1.4706,1.0517,1.7956,20.6989,27.4685
04/09/2014,98.85,98.12,97.79,100.09,98.11,98.12,98.115,85718221,4.8591,15.8822,1.29,0.8182,1.4706,1.0517,1.8112,20.6989,27.4685
03/09/2014,103.1,98.94,98.58,103.2,98.93,98.94,98.935,125420521,4.8997,16.015,1.29,0.8182,1.4706,1.0517,1.7962,20.6989,27.4685
02/09/2014,103.06,103.3,102.72,103.74,103.29,103.3,103.295,53564262,5.1156,16.7207,1.29,0.8182,1.4706,1.0517,1.7204,20.6989,27.4685
29/08/2014,102.86,102.5,102.2,102.9,102.5,102.51,102.505,44595247,5.076,16.5912,1.29,0.8182,1.4706,1.0517,1.7338,20.6989,27.4685
28/08/2014,101.59,102.25,101.56,102.78,102.25,102.26,102.255,68459801,5.0636,16.5507,1.29,0.8182,1.4706,1.0517,1.738,20.6989,27.4685
27/08/2014,101.02,102.13,100.7,102.57,102.12,102.13,102.125,52369011,5.0577,16.5313,1.29,0.8182,1.4706,1.0517,1.7401,20.6989,27.4685
26/08/2014,101.42,100.889,100.86,101.5,100.89,100.9,100.895,33151984,4.9962,16.3304,1.29,0.8182,1.4706,1.0517,1.7615,20.6989,27.4685
25/08/2014,101.79,101.54,101.28,102.17,101.54,101.55,101.545,40270173,5.0284,16.4358,1.29,0.8182,1.4706,1.0517,1.7502,20.6989,27.4685
22/08/2014,100.29,101.32,100.19,101.47,101.31,101.32,101.315,44183834,5.0176,16.4002,1.29,0.8182,1.4706,1.0517,1.754,20.6989,27.4685
21/08/2014,100.57,100.58,100.11,100.94,100.58,100.59,100.585,33478198,4.9809,16.2804,1.29,0.8182,1.4706,1.0517,1.7669,20.6989,27.4685
20/08/2014,100.44,100.57,99.95,101.09,100.57,100.58,100.575,52699192,4.9804,16.2788,1.29,0.8182,1.4706,1.0517,1.7671,20.6989,27.4685
19/08/2014,99.41,100.53,99.32,100.68,100.54,100.55,100.545,69399270,4.9784,16.2723,1.29,0.8182,1.4706,1.0517,1.7678,20.6989,27.4685
18/08/2014,98.49,99.16,97.98,99.37,99.14,99.16,99.15,47572413,4.9106,16.0506,1.29,0.8182,1.4706,1.0517,1.7922,20.6989,27.4685
15/08/2014,97.9,97.98,96.86,98.19,97.97,97.98,97.975,48951331,4.8521,15.8596,1.29,0.8182,1.4706,1.0517,1.8138,20.6989,27.4685
14/08/2014,97.33,97.5,96.8,97.57,97.49,97.5,97.495,28115566,4.8284,15.7819,1.29,0.8182,1.4706,1.0517,1.8227,20.6989,27.4685
13/08/2014,96.15,97.24,96.04,97.24,97.22,97.23,97.225,31916439,4.8155,15.7398,1.29,0.8182,1.4706,1.0517,1.8276,20.6989,27.4685
12/08/2014,96.04,95.97,95.61,96.88,95.97,95.98,95.975,33795352,4.7526,15.5342,1.29,0.8182,1.4706,1.0517,1.8518,20.6989,27.4685
11/08/2014,95.27,95.99,94.8355,96.08,95.97,95.99,95.98,36584844,4.7536,15.5375,1.29,0.8182,1.4706,1.0517,1.8514,20.6989,27.4685
08/08/2014,94.26,94.74,93.28,94.82,94.73,94.74,94.735,41865193,4.6917,15.3351,1.29,0.8182,1.4706,1.0517,1.8758,20.6989,27.4685
07/08/2014,94.93,94.48,94.1,95.95,94.47,94.48,94.475,46711179,4.6788,15.293,1.29,0.8182,1.4706,1.0517,1.881,20.6989,27.4685
06/08/2014,94.75,94.96,94.71,95.48,94.95,94.97,94.96,38558342,4.7026,15.3707,1.29,0.8182,1.4706,1.0517,1.8715,20.6989,27.4685
05/08/2014,95.36,95.12,94.36,95.68,95.13,95.14,95.135,55932663,4.7105,15.3966,1.29,0.8182,1.4706,1.0517,1.8683,20.6989,27.4685
04/08/2014,96.37,95.59,95.17,96.58,95.58,95.59,95.585,39958144,4.7338,15.4727,1.29,0.8182,1.4706,1.0517,1.8591,20.6989,27.4685
01/08/2014,94.9,96.13,94.81,96.62,96.13,96.14,96.135,48511286,4.7605,15.5601,1.29,0.8182,1.4706,1.0517,1.8487,20.6989,27.4685
31/07/2014,97.16,95.6,95.33,97.45,95.58,95.59,95.585,56842647,4.7343,15.4743,1.29,0.8182,1.4706,1.0517,1.8589,20.6989,27.4685
30/07/2014,98.44,98.15,97.67,98.7,98.13,98.14,98.135,33010001,4.8606,15.8871,1.29,0.8182,1.4706,1.0517,1.8106,20.6989,27.4685
29/07/2014,99.33,98.38,98.25,99.44,98.39,98.4,98.395,43143095,4.872,15.9243,1.29,0.8182,1.4706,1.0517,1.8064,20.6989,27.4685
28/07/2014,97.82,99.02,97.55,99.24,99,99.01,99.005,55317689,4.9037,16.0279,1.29,0.8182,1.4706,1.0517,1.7947,20.6989,27.4685
25/07/2014,96.85,97.671,96.64,97.84,97.67,97.68,97.675,43469117,4.8368,15.8096,1.29,0.8182,1.4706,1.0517,1.8195,20.6989,27.4685
24/07/2014,97.035,97.03,96.42,97.32,97.01,97.02,97.015,45728843,4.8051,15.7058,1.29,0.8182,1.4706,1.0517,1.8315,20.6989,27.4685
23/07/2014,95.42,97.19,95.17,97.88,97.19,97.2,97.195,92917719,4.813,15.7317,1.29,0.8182,1.4706,1.0517,1.8285,20.6989,27.4685
22/07/2014,94.68,94.72,94.12,94.89,94.7,94.71,94.705,55196597,4.6907,15.3319,1.29,0.8182,1.4706,1.0517,1.8762,20.6989,27.4685
21/07/2014,94.99,93.939,93.72,95,93.94,93.95,93.945,39079002,4.652,15.2055,1.29,0.8182,1.4706,1.0517,1.8918,20.6989,27.4685
18/07/2014,93.62,94.43,93.02,94.74,94.42,94.43,94.425,49987593,4.6763,15.2849,1.29,0.8182,1.4706,1.0517,1.882,20.6989,27.4685
17/07/2014,95.03,93.0899,92.57,95.279,93.07,93.08,93.075,57298243,4.61,15.068,1.29,0.8182,1.4706,1.0517,1.9091,20.6989,27.4685
16/07/2014,96.97,94.78,94.74,97.1,94.77,94.78,94.775,53502415,4.6937,15.3416,1.29,0.8182,1.4706,1.0517,1.875,20.6989,27.4685
15/07/2014,96.8,95.32,95.03,96.85,95.31,95.32,95.315,45696176,4.7204,15.429,1.29,0.8182,1.4706,1.0517,1.8644,20.6989,27.4685
14/07/2014,95.86,96.45,95.65,96.89,96.44,96.46,96.45,42810155,4.7764,15.6119,1.29,0.8182,1.4706,1.0517,1.8426,20.6989,27.4685
11/07/2014,95.36,95.22,94.8625,95.89,95.21,95.22,95.215,34018228,4.7155,15.4128,1.29,0.8182,1.4706,1.0517,1.8664,20.6989,27.4685
10/07/2014,93.76,95.035,93.52,95.55,95.03,95.04,95.035,39685552,4.7063,15.3829,1.29,0.8182,1.4706,1.0517,1.87,20.6989,27.4685
09/07/2014,95.44,95.39,94.76,95.95,95.39,95.41,95.4,36436440,4.7239,15.4403,1.29,0.8182,1.4706,1.0517,1.863,20.6989,27.4685
08/07/2014,96.27,95.35,93.92,96.8,95.33,95.34,95.335,65221678,4.7219,15.4339,1.29,0.8182,1.4706,1.0517,1.8638,20.6989,27.4685
07/07/2014,94.14,95.968,94.1,95.99,95.96,95.97,95.965,56467939,4.7525,15.5339,1.29,0.8182,1.4706,1.0517,1.8518,20.6989,27.4685
03/07/2014,93.67,94.03,93.2,94.1,94.08,94.09,94.085,22891753,4.6565,15.2202,1.29,0.8182,1.4706,1.0517,1.89,20.6989,27.4685
02/07/2014,93.865,93.48,93.09,94.06,93.46,93.47,93.465,28465073,4.6293,15.1312,1.29,0.8182,1.4706,1.0517,1.9011,20.6989,27.4685
01/07/2014,93.52,93.52,93.13,94.07,93.51,93.52,93.515,38223477,4.6313,15.1377,1.29,0.8182,1.4706,1.0517,1.9003,20.6989,27.4685
30/06/2014,92.1,92.93,92.09,93.725,92.97,92.97,92.97,49589028,4.6021,15.0422,1.29,0.8182,1.4706,1.0517,1.9123,20.6989,27.4685
27/06/2014,90.82,91.98,90.77,92,91.96,91.97,91.965,64028803,4.555,14.8884,1.29,0.8182,1.4706,1.0517,1.9321,20.6989,27.4685
26/06/2014,90.37,90.9,89.8,91.05,90.91,90.92,90.915,32629359,4.5626,15.2249,1.67,0.957,1.6326,1.1815,1.9173,22.3963,29.7792
25/06/2014,90.21,90.36,89.65,90.7,90.35,90.36,90.355,36868541,4.5355,15.1344,1.67,0.957,1.6326,1.1815,1.9288,22.3963,29.7792
24/06/2014,90.75,90.28,90.19,91.74,90.28,90.29,90.285,39036087,4.5315,15.121,1.67,0.957,1.6326,1.1815,1.9305,22.3963,29.7792
23/06/2014,91.32,90.83,90.6,91.62,90.81,90.82,90.815,43694391,4.5591,15.2132,1.67,0.957,1.6326,1.1815,1.9188,22.3963,29.7792
20/06/2014,91.85,90.91,90.9,92.55,90.9,90.93,90.915,100898066,4.5631,15.2266,1.67,0.957,1.6326,1.1815,1.9171,22.3963,29.7792
19/06/2014,92.29,91.86,91.3389,92.3,91.84,91.85,91.845,35527686,4.6108,15.3857,1.67,0.957,1.6326,1.1815,1.8973,22.3963,29.7792
18/06/2014,92.27,92.18,91.35,92.29,92.17,92.18,92.175,33514108,4.6268,15.4393,1.67,0.957,1.6326,1.1815,1.8907,22.3963,29.7792
17/06/2014,92.31,92.08,91.8,92.7,92.07,92.08,92.075,29726347,4.6218,15.4225,1.67,0.957,1.6326,1.1815,1.8928,22.3963,29.7792
16/06/2014,91.51,92.2,91.45,92.75,92.17,92.2,92.185,35561270,4.6278,15.4426,1.67,0.957,1.6326,1.1815,1.8903,22.3963,29.7792
13/06/2014,92.2,91.28,90.88,92.44,91.26,91.28,91.27,54525280,4.5817,15.2885,1.67,0.957,1.6326,1.1815,1.9094,22.3963,29.7792
12/06/2014,94.04,92.29,91.9,94.12,92.26,92.27,92.265,54748791,4.6324,15.4577,1.67,0.957,1.6326,1.1815,1.8885,22.3963,29.7792
11/06/2014,94.13,93.86,93.47,94.76,93.86,93.87,93.865,45681114,4.7112,15.7207,1.67,0.957,1.6326,1.1815,1.8569,22.3963,29.7792
10/06/2014,94.73,94.25,93.57,95.05,94.24,94.25,94.245,62777042,4.7307,15.786,1.67,0.957,1.6326,1.1815,1.8492,22.3963,29.7792
09/06/2014,92.7,93.7,91.75,93.88,93.69,93.7,93.695,75414804,4.7031,15.6939,1.67,0.957,1.6326,1.1815,1.86,22.3963,29.7792
06/06/2014,92.8429,92.2243,92.0671,93.0371,92.2114,92.2243,92.2179,87620911,4.6291,15.4467,1.67,0.957,1.6326,1.1815,1.8898,22.3963,29.7792
05/06/2014,92.3143,92.4786,91.8014,92.7671,92.4614,92.4857,92.4736,75951141,4.6418,15.4893,1.67,0.957,1.6326,1.1815,1.8846,22.3963,29.7792
04/06/2014,91.0629,92.1171,90.8729,92.5557,92.1171,92.1471,92.1321,83870521,4.6237,15.4288,1.67,0.957,1.6326,1.1815,1.892,22.3963,29.7792
03/06/2014,89.78,91.0771,89.75,91.2486,91.0771,91.0786,91.0779,73231620,4.5715,15.2546,1.67,0.957,1.6326,1.1815,1.9136,22.3963,29.7792
02/06/2014,90.5657,89.8071,88.9286,90.69,89.7829,89.8071,89.795,92337903,4.5077,15.0418,1.67,0.957,1.6326,1.1815,1.9407,22.3963,29.7792
30/05/2014,91.14,90.4286,89.8429,92.0243,90.4257,90.4286,90.4271,141005137,4.5389,15.1459,1.67,0.957,1.6326,1.1815,1.9273,22.3963,29.7792
29/05/2014,89.6929,90.7686,89.6814,90.9814,90.7529,90.7543,90.7536,94118633,4.556,15.2029,1.67,0.957,1.6326,1.1815,1.9201,22.3963,29.7792
28/05/2014,89.4314,89.1443,89.1114,89.9757,89.1443,89.1514,89.1479,78921885,4.4745,14.9308,1.67,0.957,1.6326,1.1815,1.9551,22.3963,29.7792
27/05/2014,87.9829,89.3757,87.9471,89.4086,89.38,89.3886,89.3843,87216605,4.4861,14.9696,1.67,0.957,1.6326,1.1815,1.95,22.3963,29.7792
23/05/2014,86.75,87.7329,86.6386,87.8185,87.7343,87.7357,87.735,58052491,4.4036,14.6944,1.67,0.957,1.6326,1.1815,1.9866,22.3963,29.7792
22/05/2014,86.6571,86.7529,86.3,87.1214,86.7514,86.7614,86.7564,50218945,4.3544,14.5303,1.67,0.957,1.6326,1.1815,2.009,22.3963,29.7792
21/05/2014,86.2614,86.6157,86.0086,86.6714,86.61,86.6157,86.6129,49249914,4.3476,14.5073,1.67,0.957,1.6326,1.1815,2.0122,22.3963,29.7792
20/05/2014,86.3586,86.3871,85.8186,86.6286,86.3643,86.3729,86.3686,58708986,4.3361,14.469,1.67,0.957,1.6326,1.1815,2.0175,22.3963,29.7792
19/05/2014,85.4071,86.37,85.3329,86.7614,86.3429,86.3714,86.3571,79439024,4.3352,14.4662,1.67,0.957,1.6326,1.1815,2.0179,22.3963,29.7792
16/05/2014,84.09,85.3586,83.6286,85.3614,85.3457,85.3586,85.3521,69091834,4.2845,14.2968,1.67,0.957,1.6326,1.1815,2.0418,22.3963,29.7792
15/05/2014,84.9571,84.1171,84.0057,85.2286,84.1171,84.1429,84.13,57711731,4.2221,14.0888,1.67,0.957,1.6326,1.1815,2.0719,22.3963,29.7792
14/05/2014,84.6329,84.8386,84.5343,85.3429,84.8343,84.8371,84.8357,41600846,4.2584,14.2097,1.67,0.957,1.6326,1.1815,2.0543,22.3963,29.7792
13/05/2014,84.5714,84.8229,84.3857,84.9343,84.8143,84.8229,84.8186,39934594,4.2576,14.207,1.67,0.957,1.6326,1.1815,2.0547,22.3963,29.7792
12/05/2014,83.9271,84.69,83.9143,84.8086,84.6571,84.6829,84.67,53324677,4.2509,14.1848,1.67,0.957,1.6326,1.1815,2.0579,22.3963,29.7792
09/05/2014,83.5057,83.6489,82.9043,83.75,83.64,83.65,83.645,72899498,4.1986,14.0104,1.67,0.957,1.6326,1.1815,2.0835,22.3963,29.7792
08/05/2014,84.0357,83.9986,83.7714,84.9157,84.0014,84.0171,84.0093,57574363,4.2162,14.069,1.67,0.957,1.6326,1.1815,2.0749,22.3963,29.7792
07/05/2014,85.0357,84.6186,83.9614,85.3271,84.62,84.6286,84.6243,70715988,4.2473,14.1728,1.67,0.957,1.6326,1.1815,2.0597,22.3963,29.7792
06/05/2014,85.9714,84.9157,84.9157,86.3443,84.9157,84.9214,84.9186,93641373,4.2622,14.2226,1.67,0.957,1.6326,1.1815,2.0525,22.3963,29.7792
05/05/2014,84.3057,85.8514,84.2857,85.8571,85.8471,85.8514,85.8493,71766758,4.3092,14.3793,1.67,0.957,1.6326,1.1815,2.0301,22.3963,29.7792
02/05/2014,84.62,84.6543,84.2443,84.8857,84.6343,84.6543,84.6443,47878572,4.2491,14.1788,1.67,0.957,1.6326,1.1815,2.0588,22.3963,29.7792
01/05/2014,84.5714,84.4971,83.7657,84.9714,84.4786,84.4986,84.4886,61052418,4.2412,14.1525,1.67,0.957,1.6326,1.1815,2.0626,22.3963,29.7792
30/04/2014,84.6629,84.2986,84.2571,85.6329,84.29,84.37,84.33,114220883,4.2312,14.1192,1.67,0.957,1.6326,1.1815,2.0675,22.3963,29.7792
29/04/2014,84.82,84.6186,84.2157,85.14,84.6143,84.6357,84.625,84344673,4.2473,14.1728,1.67,0.957,1.6326,1.1815,2.0597,22.3963,29.7792
28/04/2014,81.8286,84.87,81.7929,85.1071,84.8671,84.8814,84.8743,167371680,4.2599,14.2149,1.67,0.957,1.6326,1.1815,2.0536,22.3963,29.7792
25/04/2014,80.6471,81.7057,80.5657,81.7129,81.7057,81.7114,81.7086,97568814,4.1011,13.6849,1.67,0.957,1.6326,1.1815,2.1331,22.3963,29.7792
24/04/2014,81.1729,81.11,80.1043,81.4286,81.11,81.1129,81.1114,189978082,4.0712,13.5852,1.67,0.957,1.6326,1.1815,2.1488,22.3963,29.7792
23/04/2014,75.58,74.9643,74.9214,75.8757,74.95,74.9643,74.9571,98735259,3.7627,12.5558,1.67,0.957,1.6326,1.1815,2.3249,22.3963,29.7792
22/04/2014,75.4729,75.957,75.2144,75.9751,75.9414,75.9571,75.9493,50664453,3.8126,12.7221,1.67,0.957,1.6326,1.1815,2.2945,22.3963,29.7792
21/04/2014,75.0486,75.8814,74.8514,76.02,75.8729,75.8814,75.8771,45668931,3.8088,12.7094,1.67,0.957,1.6326,1.1815,2.2968,22.3963,29.7792
17/04/2014,74.2857,74.9914,74.1714,75.3943,74.9986,75.0057,75.0021,71106721,3.7641,12.5604,1.67,0.957,1.6326,1.1815,2.3241,22.3963,29.7792
16/04/2014,74.0071,74.1443,73.4479,74.4414,74.1329,74.1457,74.1393,53732994,3.7216,12.4185,1.67,0.957,1.6326,1.1815,2.3506,22.3963,29.7792
15/04/2014,74.3243,73.9943,73.0471,74.52,73.9771,73.9943,73.9857,66622577,3.714,12.3933,1.67,0.957,1.6326,1.1815,2.3554,22.3963,29.7792
14/04/2014,74.5571,74.5257,73.8871,74.5943,74.5043,74.5271,74.5157,51445177,3.7407,12.4824,1.67,0.957,1.6326,1.1815,2.3386,22.3963,29.7792
11/04/2014,74.1429,74.23,73.8771,74.69,74.2271,74.2357,74.2314,67975012,3.7259,12.4328,1.67,0.957,1.6326,1.1815,2.3479,22.3963,29.7792
10/04/2014,75.8114,74.7829,74.7386,76.0343,74.7829,74.7886,74.7857,59912818,3.7536,12.5254,1.67,0.957,1.6326,1.1815,2.3306,22.3963,29.7792
09/04/2014,74.6629,75.76,74.5743,75.7843,75.74,75.7586,75.7493,51542722,3.8027,12.6891,1.67,0.957,1.6326,1.1815,2.3005,22.3963,29.7792
08/04/2014,75.0271,74.7771,74.1,75.16,74.7914,74.8014,74.7964,60971883,3.7533,12.5245,1.67,0.957,1.6326,1.1815,2.3307,22.3963,29.7792
07/04/2014,75.4314,74.7814,74.5557,75.8429,74.7814,74.7886,74.785,72462530,3.7535,12.5252,1.67,0.957,1.6326,1.1815,2.3306,22.3963,29.7792
04/04/2014,77.1157,75.9743,75.7971,77.1429,75.9757,75.9771,75.9764,68812485,3.8134,12.725,1.67,0.957,1.6326,1.1815,2.294,22.3963,29.7792
03/04/2014,77.3414,76.97,76.8057,77.5,76.9643,76.9814,76.9729,40648111,3.8634,12.8917,1.67,0.957,1.6326,1.1815,2.2643,22.3963,29.7792
02/04/2014,77.4829,77.5071,77.18,77.64,77.5071,77.5243,77.5157,45104871,3.8904,12.9817,1.67,0.957,1.6326,1.1815,2.2486,22.3963,29.7792
01/04/2014,76.8229,77.3786,76.6814,77.41,77.3871,77.3914,77.3893,50189685,3.8839,12.9602,1.67,0.957,1.6326,1.1815,2.2524,22.3963,29.7792
31/03/2014,77.0329,76.6771,76.5614,77.2586,76.6543,76.6771,76.6657,42167188,3.8487,12.8427,1.67,0.957,1.6326,1.1815,2.273,22.3963,29.7792
28/03/2014,76.9029,76.6943,76.3214,76.9914,76.6771,76.6943,76.6857,50141063,3.8496,12.8456,1.67,0.957,1.6326,1.1815,2.2725,22.3963,29.7792
27/03/2014,77.145,76.78,76.4457,77.3571,76.7671,76.7829,76.775,55507676,3.6986,13.3339,2.0843,0.7571,1.4943,1.0212,2.1955,22.6968,30.3209
26/03/2014,78.0743,77.1114,76.98,78.4286,77.1114,77.1129,77.1121,74942224,3.7146,13.3915,2.0843,0.7571,1.4943,1.0212,2.1861,22.6968,30.3209
25/03/2014,77.3571,77.8557,77.0843,77.9643,77.8557,77.8714,77.8636,70573356,3.7505,13.5207,2.0843,0.7571,1.4943,1.0212,2.1652,22.6968,30.3209
24/03/2014,76.9171,77.0271,76.4371,77.2143,77.0171,77.0286,77.0229,88924871,3.7105,13.3768,2.0843,0.7571,1.4943,1.0212,2.1885,22.6968,30.3209
21/03/2014,75.99,76.1243,75.19,76.25,75.9243,75.95,75.9371,93612169,3.6671,13.22,2.0843,0.7571,1.4943,1.0212,2.2144,22.6968,30.3209
20/03/2014,75.6986,75.5286,75.3357,76.0957,75.5271,75.5414,75.5343,52099537,3.6384,13.1166,2.0843,0.7571,1.4943,1.0212,2.2319,22.6968,30.3209
19/03/2014,76.0371,75.8943,75.5714,76.6057,75.8914,75.8943,75.8929,56188958,3.656,13.1801,2.0843,0.7571,1.4943,1.0212,2.2211,22.6968,30.3209
18/03/2014,75.1286,75.9143,75.0286,75.9957,75.9,75.9186,75.9093,52411863,3.6569,13.1836,2.0843,0.7571,1.4943,1.0212,2.2205,22.6968,30.3209
17/03/2014,75.3857,75.2486,75.1214,75.71,75.2186,75.2486,75.2336,49886074,3.6249,13.068,2.0843,0.7571,1.4943,1.0212,2.2402,22.6968,30.3209
14/03/2014,75.5414,74.9557,74.7143,75.8414,74.9429,74.9543,74.9486,59299492,3.6108,13.0171,2.0843,0.7571,1.4943,1.0212,2.2489,22.6968,30.3209
13/03/2014,76.7771,75.8071,75.5943,77.0943,75.8071,75.8114,75.8093,64435609,3.6518,13.165,2.0843,0.7571,1.4943,1.0212,2.2237,22.6968,30.3209
12/03/2014,76.3586,76.6586,76,76.7643,76.6557,76.6571,76.6564,50195460,3.6928,13.3128,2.0843,0.7571,1.4943,1.0212,2.199,22.6968,30.3209
11/03/2014,76.4929,76.5843,76.0843,76.9629,76.5686,76.5871,76.5779,70198849,3.6892,13.2999,2.0843,0.7571,1.4943,1.0212,2.2011,22.6968,30.3209
10/03/2014,75.48,75.8457,75.477,76.19,75.8457,75.8671,75.8564,44691430,3.6536,13.1717,2.0843,0.7571,1.4943,1.0212,2.2226,22.6968,30.3209
07/03/2014,75.87,75.7771,75.15,75.9971,75.7743,75.7771,75.7757,55415241,3.6503,13.1598,2.0843,0.7571,1.4943,1.0212,2.2246,22.6968,30.3209
06/03/2014,76.1129,75.8214,75.4429,76.3486,75.8214,75.8314,75.8264,46423111,3.6525,13.1674,2.0843,0.7571,1.4943,1.0212,2.2233,22.6968,30.3209
05/03/2014,75.8457,76.0514,75.59,76.3929,76.0514,76.0529,76.0521,50065519,3.6635,13.2074,2.0843,0.7571,1.4943,1.0212,2.2165,22.6968,30.3209
04/03/2014,75.8571,75.8914,75.3957,76.0914,75.8886,75.8914,75.89,64884834,3.6558,13.1796,2.0843,0.7571,1.4943,1.0212,2.2212,22.6968,30.3209
03/03/2014,74.7743,75.3943,74.6871,75.8071,75.3814,75.3929,75.3871,59784494,3.6319,13.0933,2.0843,0.7571,1.4943,1.0212,2.2359,22.6968,30.3209
28/02/2014,75.5829,75.1771,74.5886,76.1071,75.1329,75.1857,75.1593,93074653,3.6214,13.0556,2.0843,0.7571,1.4943,1.0212,2.2423,22.6968,30.3209
27/02/2014,73.8771,75.3814,73.7214,75.54,75.3786,75.4057,75.3921,75557321,3.6313,13.091,2.0843,0.7571,1.4943,1.0212,2.2362,22.6968,30.3209
26/02/2014,74.8014,73.9071,73.6571,75,73.8943,73.9071,73.9007,69131286,3.5602,12.835,2.0843,0.7571,1.4943,1.0212,2.2809,22.6968,30.3209
25/02/2014,75.6257,74.58,74.4286,75.6521,74.58,74.6071,74.5936,58247350,3.5927,12.9519,2.0843,0.7571,1.4943,1.0212,2.2603,22.6968,30.3209
24/02/2014,74.7357,75.3643,74.6314,75.7028,75.3629,75.38,75.3714,72364950,3.6304,13.0881,2.0843,0.7571,1.4943,1.0212,2.2368,22.6968,30.3209
21/02/2014,76.1132,75.0357,74.9429,76.3671,75.0329,75.0343,75.0336,69757247,3.6146,13.031,2.0843,0.7571,1.4943,1.0212,2.2465,22.6968,30.3209
20/02/2014,76.1414,75.8786,75.5714,76.7143,75.8657,75.8814,75.8736,76529103,3.6552,13.1774,2.0843,0.7571,1.4943,1.0212,2.2216,22.6968,30.3209
19/02/2014,77.8214,76.7671,76.3357,78.1271,76.7643,76.7714,76.7679,78554420,3.698,13.3317,2.0843,0.7571,1.4943,1.0212,2.1959,22.6968,30.3209
18/02/2014,78,77.9986,77.9443,78.7414,77.9786,77.9971,77.9879,65306248,3.7573,13.5455,2.0843,0.7571,1.4943,1.0212,2.1612,22.6968,30.3209
14/02/2014,77.4957,77.7129,77.3157,77.9971,77.6957,77.7143,77.705,68468036,3.7436,13.4959,2.0843,0.7571,1.4943,1.0212,2.1692,22.6968,30.3209
